element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
B,2,"=""""","=""""","=""277.273""","=""0.005""","=""""","=""8.46e-06""",B,"=""4.629775""","=""9.100007""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.2p""","=""1P*""","=""1""",E2,"=""T7194""","=""""",
B,2,"=""""","=""""","=""277.398""","=""0.005""","=""""","=""1.19e-04""",B,"=""4.631777""","=""9.100007""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.2p""","=""1P*""","=""1""",M1,"=""T7194""","=""""",
B,2,"=""""","=""""","=""277.398""","=""0.005""","=""""","=""6.65e-06""",B,"=""4.631777""","=""9.100007""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.2p""","=""1P*""","=""1""",E2,"=""T7194""","=""""",
B,2,"=""279.655""","=""0.020""","=""279.6930""","=""0.0009""","=""130""","=""8.3e+06""",C,"=""19.178635""","=""23.610196""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.6f""","=""1F*""","=""3""",,"=""u27""","=""L12120""",
B,1,"=""286.11""","=""0.03""","=""286.116""","=""0.004""","=""20*""","=""9.9e+05""",D,"=""6.7903466""","=""11.12244""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""L6232""",
B,1,"=""286.11""","=""0.03""","=""286.141""","=""0.003""","=""20*""","=""9.5e+05""",D,"=""6.79032869""","=""11.12203""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""L6232""",
B,1,"=""""","=""""","=""286.114""","=""0.004""","=""""","=""7.1e+04""",D,"=""6.79032869""","=""11.12244""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""286.143""","=""0.003""","=""""","=""1.1e+05""",D,"=""6.7903466""","=""11.12203""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
B,2,"=""291.8076""","=""0.0010""","=""291.8078""","=""0.0010""","=""250*""","=""5.52e+07""",B,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5f""","=""3F*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""291.8076""","=""0.0010""","=""291.8078""","=""0.0010""","=""250*""","=""5.83e+07""",B,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""3""",,"=""u27,LS""","=""L12120""",
B,2,"=""291.8076""","=""0.0010""","=""291.8078""","=""0.0010""","=""250*""","=""6.57e+07""",B,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""4""",,"=""u27,LS""","=""L12120""",
B,2,"=""""","=""""","=""291.8078""","=""0.0018""","=""""","=""1.0e+07""",C,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""291.8078""","=""0.0014""","=""""","=""7.3e+06""",C,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""3""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""291.8078""","=""0.0016""","=""""","=""2.88e+05""",C,"=""18.678180""","=""22.925767""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""303.2258""","=""0.0010""","=""303.2258""","=""0.0010""","=""200*""","=""1.23e+07""",C,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""0""",,"=""u27,LS""","=""L12120""",
B,2,"=""303.2258""","=""0.0010""","=""303.2258""","=""0.0010""","=""200*""","=""1.2e+05""",D,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""303.2258""","=""0.0010""","=""303.2258""","=""0.0010""","=""200*""","=""9.25e+06""",C,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5p""","=""3P*""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""303.2258""","=""0.0010""","=""303.2258""","=""0.0010""","=""200*""","=""1.0e+07""",C,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5p""","=""3P*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""303.2258""","=""0.0010""","=""303.2262""","=""0.0010""","=""200*""","=""4.19e+07""",C,"=""17.062984""","=""21.150629""","=""1s2.2s.3s""","=""1S""","=""0""","=""1s2.2s.4p""","=""1P*""","=""1""",,"=""u27""","=""L12120""",
B,2,"=""""","=""""","=""303.226""","=""0.004""","=""""","=""3.1e+06""",D,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""303.226""","=""0.003""","=""""","=""1.9e+06""",D,"=""18.678180""","=""22.76583""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5p""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""305.270""","=""0.010""","=""305.269""","=""0.010""","=""40""","=""""",,"=""23.448881""","=""27.50917""","=""1s2.2p.3p""","=""1P""","=""1""","=""1s2.2p.4d""","=""1D*""","=""2""",,"=""""","=""L12120""",
B,2,"=""309.626""","=""0.010""","=""309.621""","=""0.010""","=""40""","=""""",,"=""23.139161""","=""27.14239""","=""1s2.2p.3s""","=""1P*""","=""1""","=""1s2.2p.4p""","=""1P""","=""1""",,"=""""","=""L12120""",
B,2,"=""""","=""""","=""312.9591""","=""0.0016""","=""""","=""6.2e+05""",D,"=""19.178635""","=""23.139161""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2p.3s""","=""1P*""","=""1""",,"=""u27""","=""""",
B,2,"=""317.9331""","=""0.0010""","=""317.9330""","=""0.0010""","=""140""","=""5.29e+07""",B,"=""17.866488""","=""21.765055""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,"=""u27""","=""L12120""",
Ar,1,"=""320.037""","=""""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2131""",
B,2,"=""""","=""""","=""322.206""","=""0.003""","=""""","=""3.6e+04""",D,"=""18.678180""","=""22.52505""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2p.3s""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""322.206""","=""0.003""","=""""","=""5.4e+05""",D,"=""18.678180""","=""22.52505""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2p.3s""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""322.208""","=""0.005""","=""322.206""","=""0.005""","=""45""","=""3.0e+06""",D,"=""18.678180""","=""22.52505""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2p.3s""","=""3P*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""322.425""","=""0.005""","=""322.4265""","=""0.0024""","=""47""","=""2.8e+06""",D,"=""18.678180""","=""22.52242""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2p.3s""","=""3P*""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""""","=""""","=""322.426""","=""0.003""","=""""","=""9.1e+05""",D,"=""18.678180""","=""22.52242""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2p.3s""","=""3P*""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""322.527""","=""0.005""","=""322.527""","=""0.005""","=""47""","=""3.6e+06""",D,"=""18.678180""","=""22.52122""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2p.3s""","=""3P*""","=""0""",,"=""u27,LS""","=""L12120""",
B,2,"=""330.244""","=""0.003""","=""330.242""","=""0.003""","=""52""","=""3.53e+07""",C,"=""19.178635""","=""22.93189""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.5f""","=""1F*""","=""3""",,"=""u27""","=""L12120""",
Ar,1,"=""331.934""","=""""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3512""",
B,2,"=""332.3178""","=""0.0010""","=""332.3138""","=""0.0010""","=""780*""","=""6.38e+07""",B,"=""17.852479""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""332.3178""","=""0.0010""","=""332.3206""","=""0.0010""","=""780*""","=""8.62e+07""",B,"=""17.852554""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""""","=""""","=""332.3206""","=""0.0017""","=""""","=""4.78e+07""",C,"=""17.852554""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""332.3597""","=""0.0010""","=""332.3598""","=""0.0010""","=""780""","=""1.15e+08""",B,"=""17.852994""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""3""",,"=""u27,LS""","=""L12120""",
B,2,"=""""","=""""","=""332.3598""","=""0.0012""","=""""","=""2.87e+07""",C,"=""17.852994""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""332.3598""","=""0.0017""","=""""","=""3.20e+06""",C,"=""17.852994""","=""21.582342""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""u27,LS""","=""""",
B,1,"=""""","=""""","=""336.433""","=""0.005""","=""""","=""1.4e+04""",D,"=""7.438240""","=""11.12244""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""336.433""","=""0.005""","=""""","=""2.0e+05""",D,"=""7.438240""","=""11.12244""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""336.471""","=""0.005""","=""""","=""2.0e+05""",D,"=""7.438240""","=""11.12203""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""336.471""","=""0.005""","=""""","=""2.1e+04""",D,"=""7.438240""","=""11.12203""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
Ar,1,"=""337.347""","=""""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3512""",
Ar,1,"=""339.373""","=""""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3512""",
Ar,1,"=""""","=""""","=""340.61804""","=""""","=""""","=""3.9e+05""",D,"=""11.82807116""","=""15.4670046""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).7p""","=""2[1/2]""","=""0""",,"=""T1086n""","=""""",
B,1,"=""""","=""""","=""343.799""","=""0.005""","=""""","=""1.43e+05""",C,"=""7.1646047""","=""10.76987""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""343.806""","=""0.005""","=""""","=""7.1e+05""",C,"=""7.1646833""","=""10.76987""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""343.861""","=""0.005""","=""""","=""5.73e+05""",C,"=""7.1646047""","=""10.76922""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""343.869""","=""0.005""","=""""","=""2.87e+05""",C,"=""7.1646833""","=""10.76922""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
B,2,"=""345.13030""","=""0.00002""","=""345.130358""","=""0.000024""","=""7400""","=""5.42e+07""",A,"=""9.100007""","=""12.691366""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""1D""","=""2""",,"=""T7096""","=""L12120""",
Ar,1,"=""346.107""","=""""","=""346.10783""","=""""","=""7""","=""6.7e+04""",D,"=""11.62359272""","=""15.2048089""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""T1086n""","=""L3512""",
N,1,"=""""","=""""","=""346.64971""","=""""","=""""","=""6.5e-03""",D,"=""0.0000000""","=""3.5756182""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""346.65435""","=""""","=""""","=""2.6e-03""",D,"=""0.0000000""","=""3.5755704""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",M1,"=""T7370""","=""""",
B,2,"=""""","=""""","=""347.832""","=""0.007""","=""""","=""4.64e-04""",B,"=""12.264501""","=""15.827970""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p2""","=""1S""","=""0""",M1,"=""T7417""","=""""",
B,2,"=""""","=""""","=""347.994""","=""0.007""","=""""","=""3.09e-04""",B,"=""12.266161""","=""15.827970""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p2""","=""1S""","=""0""",E2,"=""T7405""","=""""",
B,1,"=""""","=""""","=""348.915""","=""0.022""","=""""","=""9.72e-02""",B,"=""0.00000000""","=""3.55240+x""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""4P""","=""3/2""",,"=""T7194""","=""""",
B,1,"=""""","=""""","=""348.972""","=""0.023""","=""""","=""1.48e-01""",B,"=""0.00000000""","=""3.55183+x""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""4P""","=""1/2""",,"=""T7194""","=""""",
B,1,"=""""","=""""","=""349.024""","=""0.022""","=""""","=""3.21e+00""",B,"=""0.0018953""","=""3.55319+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""5/2""",,"=""T7194""","=""""",
B,1,"=""""","=""""","=""349.101""","=""0.022""","=""""","=""5.18e-01""",B,"=""0.0018953""","=""3.55240+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""3/2""",,"=""T7194""","=""""",
B,1,"=""""","=""""","=""349.158""","=""0.022""","=""""","=""8.50e-03""",B,"=""0.0018953""","=""3.55183+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""1/2""",,"=""T7194""","=""""",
Ar,1,"=""355.4306""","=""""","=""355.43055""","=""""","=""7""","=""2.7e+05""",D,"=""11.54835442""","=""15.0356402""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""T1086n""","=""L2634""",
Ar,1,"=""""","=""""","=""356.32859""","=""""","=""""","=""1.2e+05""",D,"=""11.72316039""","=""15.2016576""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""356.76560""","=""""","=""""","=""1.1e+05""",D,"=""11.54835442""","=""15.0225909""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""357.22953""","=""""","=""""","=""5.1e+05""",D,"=""11.82807116""","=""15.2977958""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""T1086n""","=""""",
Ar,1,"=""360.6522""","=""""","=""360.65217""","=""""","=""7""","=""7.6e+05""",D,"=""11.62359272""","=""15.0603901""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""T1086n""","=""L2634""",
Ar,1,"=""""","=""""","=""363.26829""","=""""","=""""","=""6.6e+04""",D,"=""11.62359272""","=""15.0356402""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""363.44600""","=""""","=""""","=""1.3e+05""",D,"=""11.62359272""","=""15.0339719""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""364.31163""","=""""","=""""","=""2.4e+04""",D,"=""11.62359272""","=""15.0258688""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""364.98317""","=""""","=""""","=""8.0e+05""",D,"=""11.82807116""","=""15.2240875""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""365.95291""","=""""","=""""","=""4.4e+04""",D,"=""11.62359272""","=""15.0106102""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T1086n""","=""""",
Ar,1,"=""""","=""""","=""367.06701""","=""""","=""""","=""3.1e+04""",D,"=""11.82807116""","=""15.2048089""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""T1086n""","=""""",
B,1,"=""""","=""""","=""367.232""","=""0.006""","=""""","=""5.7e+03""",D,"=""7.747215""","=""11.12244""","=""2s2.5d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""367.232""","=""0.006""","=""""","=""8.2e+04""",D,"=""7.747215""","=""11.12244""","=""2s2.5d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""367.277""","=""0.006""","=""""","=""7.7e+04""",D,"=""7.747215""","=""11.12203""","=""2s2.5d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""367.277""","=""0.006""","=""""","=""8.6e+03""",D,"=""7.747215""","=""11.12203""","=""2s2.5d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
Ar,1,"=""""","=""""","=""367.52352""","=""""","=""""","=""4.9e+04""",D,"=""11.82807116""","=""15.2006146""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""T1086n""","=""""",
B,2,"=""369.23""","=""0.05""","=""369.177""","=""0.008""","=""30""","=""1.2e+07""",C,"=""19.178635""","=""22.53607""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.5p""","=""1P*""","=""1""",,"=""u27""","=""L12120""",
B,2,"=""369.534""","=""0.010""","=""369.535""","=""0.010""","=""130""","=""""",,"=""21.150629""","=""24.50482""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.9d""","=""1D""","=""2""",,"=""""","=""L12120""",
Ar,1,"=""377.0369""","=""""","=""377.03689""","=""""","=""20""","=""7.0e+04""",D,"=""11.72316039""","=""15.0106102""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T1086n""","=""L2634""",
B,2,"=""378.841""","=""0.010""","=""378.849""","=""0.010""","=""190""","=""1.70e+07""",C,"=""21.150629""","=""24.42236""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2p.3p""","=""1D""","=""2""",,"=""u27""","=""L12120""",
N,1,"=""""","=""""","=""381.82679""","=""""","=""""","=""8.95e+05""",C+,"=""10.6796703""","=""13.9258810""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""382.20339""","=""""","=""""","=""3.70e+06""",C+,"=""10.6796703""","=""13.9226824""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""383.04343""","=""""","=""""","=""4.67e+06""",C+,"=""10.6899808""","=""13.9258810""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""383.42244""","=""""","=""""","=""1.89e+06""",C+,"=""10.6899808""","=""13.9226824""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T5714""","=""""",
Ar,1,"=""383.4679""","=""""","=""383.46784""","=""""","=""7""","=""7.5e+05""",D,"=""11.82807116""","=""15.0603901""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""T1086n""","=""L2634""",
N,1,"=""""","=""""","=""388.75717""","=""""","=""""","=""2.09e+06""",C,"=""10.6796703""","=""13.8680121""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""389.22051""","=""""","=""""","=""2.50e+06""",C,"=""10.6899808""","=""13.8745272""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
Ar,1,"=""""","=""""","=""389.46601""","=""""","=""""","=""5.7e+04""",D,"=""11.82807116""","=""15.0106102""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T1086n""","=""""",
N,1,"=""""","=""""","=""390.01845""","=""""","=""""","=""4.14e+05""",C,"=""10.6899808""","=""13.8680121""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
B,2,"=""""","=""""","=""391.482""","=""0.009""","=""""","=""4.0e+02""",C,"=""9.100007""","=""12.266161""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""2""",,"=""T7096""","=""""",
B,2,"=""""","=""""","=""391.687""","=""0.009""","=""""","=""1.7e+00""",D,"=""9.100007""","=""12.264501""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""1""",,"=""T7096""","=""""",
B,2,"=""""","=""""","=""391.817""","=""0.009""","=""""","=""4.07e+01""",C,"=""9.100007""","=""12.263448""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""0""",,"=""T7096""","=""""",
B,2,"=""394.628""","=""0.020""","=""394.447""","=""0.020""","=""12*""","=""""",,"=""24.51102""","=""27.65337""","=""1s2.2p.3d""","=""3F*""","=""2""","=""1s2.2p.4f""","=""3F""","=""2""",,"=""""","=""L12120""",
B,2,"=""394.628""","=""0.020""","=""394.587""","=""0.020""","=""12*""","=""""",,"=""24.51213""","=""27.65337""","=""1s2.2p.3d""","=""3F*""","=""3""","=""1s2.2p.4f""","=""3F""","=""3""",,"=""""","=""L12120""",
B,2,"=""394.628""","=""0.020""","=""394.820""","=""0.020""","=""12*""","=""""",,"=""24.51399""","=""27.65337""","=""1s2.2p.3d""","=""3F*""","=""4""","=""1s2.2p.4f""","=""3F""","=""4""",,"=""""","=""L12120""",
Ar,1,"=""394.7505""","=""""","=""394.750472""","=""""","=""7""","=""5.6e+04""",C+,"=""11.54835442""","=""14.68829030""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""394.8979""","=""""","=""394.897881""","=""""","=""35""","=""4.6e+05""",B,"=""11.54835442""","=""14.68711824""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
B,2,"=""395.037""","=""0.020""","=""395.038""","=""0.020""","=""18""","=""""",,"=""24.514173""","=""27.65182""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4f""","=""1F""","=""3""",,"=""""","=""L12120""",
B,2,"=""""","=""""","=""395.1698""","=""0.0005""","=""""","=""2.58e+01""",B,"=""12.691366""","=""15.827970""","=""1s2.2p2""","=""1D""","=""2""","=""1s2.2p2""","=""1S""","=""0""",E2,"=""T7405""","=""""",
B,2,"=""399.024""","=""0.010""","=""399.024""","=""0.010""","=""70""","=""""",,"=""21.150629""","=""24.25694""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.8d""","=""1D""","=""2""",,"=""""","=""L12120""",
N,1,"=""""","=""""","=""401.11348""","=""""","=""""","=""5.75e+05""",C,"=""10.6796703""","=""13.7697973""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""402.45635""","=""""","=""""","=""1.14e+06""",C,"=""10.6899808""","=""13.7697973""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
